,Origen,Destino,Numero de Vuelo,Salida,Llegada
196,Porto Alegre [POA],Brasilia Distrito Federal Brasilia Airport (BSB),TP 5861,5:35,
197,Porto Alegre [POA],Brasilia Distrito Federal Brasilia Airport (BSB),CM 3670,5:35,
198,Curitiba [CWB],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1785,6:10,
199,Curitiba [CWB],Brasilia Distrito Federal Brasilia Airport (BSB),TP 5798,6:10,
200,Curitiba [CWB],Brasilia Distrito Federal Brasilia Airport (BSB),AR 7658,6:10,
201,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1152,6:15,08:10
202,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1408,6:25,08:03
203,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),AR 7764,6:42,08:03
204,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),AV 4672,6:42,08:03
205,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),CM 3683,6:42,08:03
206,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),DT 6408,6:42,08:03
207,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),EK 3607,6:42,08:03
208,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),ET 4158,6:42,08:03
209,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),KL 9294,6:42,08:03
210,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),TP 4134,6:42,08:03
211,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),AD 6011,6:25,08:15
212,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3000,6:25,08:15
213,Fortaleza [FOR],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3739,5:40,
214,Fortaleza [FOR],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1707,5:35,
215,Fortaleza [FOR],Brasilia Distrito Federal Brasilia Airport (BSB),TP 4097,5:35,
216,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1444,6:45,08:35
217,Cuiaba [CGB],Brasilia Distrito Federal Brasilia Airport (BSB),AD 4660,6:30,09:05
218,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3263,7:55,09:54
219,19 Min,Brasilia Distrito Federal Brasilia Airport (BSB),Delay,4673,
220,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),G3 2060,8:05,
221,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3789,8:00,
222,"Campinas, Sao Paulo [VCP]",Brasilia Distrito Federal Brasilia Airport (BSB),AD 4702,8:20,09:55
223,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1414,8:15,10:00
224,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3004,8:45,10:35
225,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1412,9:00,11:06
226,21 Min,Brasilia Distrito Federal Brasilia Airport (BSB),Delay,2636,
227,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),TP 4052,9:00,
228,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),DT 6412,9:00,
229,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),CM 3684,9:00,
230,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),AV 4614,9:00,
231,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),AM 8009,9:00,
232,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),AF 1944,9:00,
233,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),AA 7721,9:00,
234,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),AD 6000,9:05,10:50
235,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1446,9:20,11:10
236,"Belo Horizonte, Minas Gerais [CNF]",Brasilia Distrito Federal Brasilia Airport (BSB),AD 5021,10:05,T1
237,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),G3 2064,9:35,
238,Ribeirao Preto [RAO],Brasilia Distrito Federal Brasilia Airport (BSB),2Z 2321,10:00,11:45
239,"Belo Horizonte, Minas Gerais [CNF]",Brasilia Distrito Federal Brasilia Airport (BSB),LA 4743,10:50,
240,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3006,10:35,12:20
241,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3793,10:40,
242,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1664,11:05,12:50
243,Curitiba [CWB],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3713,11:10,
244,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3791,11:20,
245,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3008,11:50,13:30
246,Imperatriz [IMP],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3777,11:35,13:30
247,Aracaju [AJU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3701,11:25,13:40
248,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3265,12:10,
249,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),AD 6002,12:15,14:00
250,"Belo Horizonte, Minas Gerais [CNF]",Brasilia Distrito Federal Brasilia Airport (BSB),AD 2780,12:40,
251,"Belo Horizonte, Minas Gerais [CNF]",Brasilia Distrito Federal Brasilia Airport (BSB),TP 5051,12:40,
252,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3010,12:30,14:20
253,Joao Pessoa [JPA],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3745,12:00,14:40
254,"Campinas, Sao Paulo [VCP]",Brasilia Distrito Federal Brasilia Airport (BSB),AD 4745,13:10,14:45
255,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3785,13:10,
256,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1448,13:30,15:20
257,Lisbon [LIS],Brasilia Distrito Federal Brasilia Airport (BSB),TP 57,10:05,15:40
258,Lisbon [LIS],Brasilia Distrito Federal Brasilia Airport (BSB),TP 59,10:41,15:35
259,Lisbon [LIS],Brasilia Distrito Federal Brasilia Airport (BSB),AD 7203,10:41,15:37
260,Lisbon [LIS],Brasilia Distrito Federal Brasilia Airport (BSB),EK 4802,10:41,15:37
261,Lisbon [LIS],Brasilia Distrito Federal Brasilia Airport (BSB),JD 5422,10:41,15:37
262,"Belo Horizonte, Minas Gerais [CNF]",Brasilia Distrito Federal Brasilia Airport (BSB),AD 9226,14:35,
263,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),AD 6004,14:15,16:00
264,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1452,14:20,16:10
265,"Salvador, Bahia [SSA]",Brasilia Distrito Federal Brasilia Airport (BSB),G3 1859,14:20,16:15
266,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1598,14:55,17:10
267,Timmins [YTS],Toronto Pearson Airport (YYZ),EK 5768,10:05,
268,Fort Lauderdale [FLL],Toronto Pearson Airport (YYZ),CG AGE,7:30,11:31
269,New York [JFK],Toronto Pearson Airport (YYZ),QK 553,10:27,11:35
270,Windsor Locks [BDL],Toronto Pearson Airport (YYZ),QK 591,10:00,11:35
271,Windsor Locks [BDL],Toronto Pearson Airport (YYZ),AC 8591,10:11,
272,Windsor Locks [BDL],Toronto Pearson Airport (YYZ),UA 8287,10:00,
273,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3795,15:20,
274,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1402,15:25,17:15
275,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),AD 6006,15:40,17:25
276,"Campinas, Sao Paulo [VCP]",Brasilia Distrito Federal Brasilia Airport (BSB),AD 5007,16:10,17:50
277,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1484,16:20,18:04
278,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),CM 3686,16:20,18:02
279,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),AR 7780,16:20,18:02
280,Barreiras [BRA],Brasilia Distrito Federal Brasilia Airport (BSB),2Z 2323,16:45,18:15
281,Teresina [THE],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3853,16:05,18:15
282,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),G3 2066,16:30,
283,Araguaina [AUX],Brasilia Distrito Federal Brasilia Airport (BSB),2Z 2341,15:40,18:20
284,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3012,16:35,18:25
285,Rio de Janeiro [GIG],Brasilia Distrito Federal Brasilia Airport (BSB),G3 2030,16:40,
286,Rio de Janeiro [GIG],Brasilia Distrito Federal Brasilia Airport (BSB),AR 7786,16:40,
287,Rio de Janeiro [GIG],Brasilia Distrito Federal Brasilia Airport (BSB),AV 4709,16:40,
288,Rio de Janeiro [GIG],Brasilia Distrito Federal Brasilia Airport (BSB),KL 9276,16:40,
289,Rio de Janeiro [GIG],Brasilia Distrito Federal Brasilia Airport (BSB),TP 4205,16:40,
290,Rio de Janeiro [GIG],Brasilia Distrito Federal Brasilia Airport (BSB),EK 3675,16:40,
291,"Salvador, Bahia [SSA]",Brasilia Distrito Federal Brasilia Airport (BSB),LA 3815,16:35,18:30
292,"Belo Horizonte, Minas Gerais [CNF]",Brasilia Distrito Federal Brasilia Airport (BSB),AD 4532,17:10,18:22
293,"Belo Horizonte, Minas Gerais [CNF]",Brasilia Distrito Federal Brasilia Airport (BSB),CM 7025,17:10,18:22
294,Natal [NAT],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3759,15:55,18:40
295,São Luis [SLZ],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3805,16:15,18:40
296,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1454,17:00,18:45
297,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3529,17:10,
298,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),QR 5111,17:10,
299,Maceio [MCZ],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3761,16:30,18:55
300,Recife [REC],Brasilia Distrito Federal Brasilia Airport (BSB),LA 4569,16:15,18:55
301,Fortaleza [FOR],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3743,16:20,
302,"Belo Horizonte, Minas Gerais [CNF]",Brasilia Distrito Federal Brasilia Airport (BSB),LA 4585,17:40,19:00
303,Maceio [MCZ],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1999,16:45,19:15
304,Palmas [PMW],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1761,18:05,19:20
305,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3014,17:30,19:20
306,Porto Seguro [BPS],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3709,17:30,19:25
307,Campo Grande [CGR],Brasilia Distrito Federal Brasilia Airport (BSB),LA 4511,16:55,19:25
308,"Belo Horizonte, Minas Gerais [CNF]",Brasilia Distrito Federal Brasilia Airport (BSB),G3 1705,18:10,19:30
309,Goiania [GYN],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1741,18:40,19:30
310,Santarem [STM],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3841,16:55,19:30
311,"Salvador, Bahia [SSA]",Brasilia Distrito Federal Brasilia Airport (BSB),LA 4655,17:35,19:30
312,Cuiaba [CGB],Brasilia Distrito Federal Brasilia Airport (BSB),AD 2940,16:55,19:35
313,Belem [BEL],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3707,17:00,19:35
314,Vitoria [VIX],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3867,17:45,19:35
315,Joao Pessoa [JPA],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1731,16:50,
316,Joao Pessoa [JPA],Brasilia Distrito Federal Brasilia Airport (BSB),CM 3847,16:50,
317,Joao Pessoa [JPA],Brasilia Distrito Federal Brasilia Airport (BSB),AR 7503,16:50,
318,"Salvador, Bahia [SSA]",Brasilia Distrito Federal Brasilia Airport (BSB),G3 1981,17:40,19:40
319,Fortaleza [FOR],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1709,17:05,
320,Fortaleza [FOR],Brasilia Distrito Federal Brasilia Airport (BSB),CM 3526,17:05,
321,Fortaleza [FOR],Brasilia Distrito Federal Brasilia Airport (BSB),AR 7517,17:05,
322,Fortaleza [FOR],Brasilia Distrito Federal Brasilia Airport (BSB),CM 3527,17:05,
323,Natal [NAT],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1791,17:05,19:45
324,Belem [BEL],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1897,17:10,19:45
325,Cuiaba [CGB],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3413,17:10,19:45
326,Rio de Janeiro [GIG],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3729,18:00,
327,Rio de Janeiro [GIG],Brasilia Distrito Federal Brasilia Airport (BSB),DL 6133,18:00,
328,Porto Alegre [POA],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1989,17:15,
329,Porto Alegre [POA],Brasilia Distrito Federal Brasilia Airport (BSB),CM 3627,17:15,
330,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),AD 4524,18:05,19:50
331,Recife [REC],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1711,17:05,19:50
332,Porto Alegre [POA],Brasilia Distrito Federal Brasilia Airport (BSB),LA 4517,17:25,
333,"Campinas, Sao Paulo [VCP]",Brasilia Distrito Federal Brasilia Airport (BSB),AD 4548,18:15,19:55
334,São Luis [SLZ],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1735,17:30,19:55
335,Manaus [MAO],Brasilia Distrito Federal Brasilia Airport (BSB),G3 2149,16:00,19:55
336,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1456,18:15,20:05
337,"Campinas, Sao Paulo [VCP]",Brasilia Distrito Federal Brasilia Airport (BSB),G3 1783,18:25,20:05
338,Goiania [GYN],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3757,19:30,20:10
339,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),G3 2068,18:20,
340,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),CM 3595,18:20,
341,Curitiba [CWB],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1757,18:15,
342,Curitiba [CWB],Brasilia Distrito Federal Brasilia Airport (BSB),AR 7782,18:15,
343,Recife [REC],Brasilia Distrito Federal Brasilia Airport (BSB),AD 4612,17:50,20:35
344,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1472,19:05,20:50
345,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),AD 6008,19:25,21:10
346,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3799,19:30,21:20
347,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3016,19:45,21:35
348,Manaus [MAO],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3749,18:10,22:05
349,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3018,20:20,
350,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),G3 2020,20:20,22:10
351,Rio de Janeiro [SDU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3787,20:35,22:25
352,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1464,20:40,
353,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),CM 3592,20:40,
354,"Salvador, Bahia [SSA]",Brasilia Distrito Federal Brasilia Airport (BSB),G3 1763,20:35,22:30
355,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1466,21:05,
356,Sao Paulo [CGH],Brasilia Distrito Federal Brasilia Airport (BSB),CM 3514,21:05,
357,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),G3 1418,21:35,
358,Sao Paulo [GRU],Brasilia Distrito Federal Brasilia Airport (BSB),LA 3257,21:45,
359,"Belo Horizonte, Minas Gerais [CNF]",Brasilia Distrito Federal Brasilia Airport (BSB),AD 4126,22:30,23:50
360,"Campinas, Sao Paulo [VCP]",Brasilia Distrito Federal Brasilia Airport (BSB),AD 4978,22:20,23:55
361,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),LH 6555,7:30,
362,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),EK 5784,7:30,
363,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),AV 6967,7:30,
364,Charlotte [CLT],Toronto Pearson Airport (YYZ),AC 8748,11:43,
365,Charlotte [CLT],Toronto Pearson Airport (YYZ),TK 8651,11:30,
366,Charlotte [CLT],Toronto Pearson Airport (YYZ),UA 8316,11:30,
367,Chicago [ORD],Toronto Pearson Airport (YYZ),UA 1292,10:39,13:09
368,Montreal [YUL],Toronto Pearson Airport (YYZ),AC 411,11:54,13:01
369,Montreal [YUL],Toronto Pearson Airport (YYZ),AV 6917,12:00,13:01
370,Montreal [YUL],Toronto Pearson Airport (YYZ),EI 8513,12:00,13:01
371,Chicago [ORD],Toronto Pearson Airport (YYZ),NZ 9865,10:39,13:09
372,Chicago [ORD],Toronto Pearson Airport (YYZ),NH 7224,10:39,
373,Chicago [ORD],Toronto Pearson Airport (YYZ),CM 2810,10:39,
374,Chicago [ORD],Toronto Pearson Airport (YYZ),AC 4407,10:39,
375,Richmond [YVR],Toronto Pearson Airport (YYZ),F8 602,6:00,
376,Moncton [YQM],Toronto Pearson Airport (YYZ),AC 1503,12:10,
377,Moncton [YQM],Toronto Pearson Airport (YYZ),UA 8290,12:10,
378,Wausau [CWA],Toronto Pearson Airport (YYZ),N2 25AF,10:52,13:30
379,Naples [APF],Toronto Pearson Airport (YYZ),AS P846,10:45,13:36
380,New York [LGA],Toronto Pearson Airport (YYZ),WS 1207,12:00,
381,New York [LGA],Toronto Pearson Airport (YYZ),TS 7159,12:00,
382,New York [LGA],Toronto Pearson Airport (YYZ),DL 7141,12:00,
383,New York [LGA],Toronto Pearson Airport (YYZ),AF 6585,12:00,
384,New York [LGA],Toronto Pearson Airport (YYZ),DL 5094,11:50,
385,New York [LGA],Toronto Pearson Airport (YYZ),WS 6314,11:50,
386,Amsterdam [AMS],Toronto Pearson Airport (YYZ),KL 691,12:06,13:28
387,Amsterdam [AMS],Toronto Pearson Airport (YYZ),AF 8264,12:06,
388,Amsterdam [AMS],Toronto Pearson Airport (YYZ),DL 9400,12:06,
389,Amsterdam [AMS],Toronto Pearson Airport (YYZ),VS 6864,12:06,
390,Orlando [MCO],Toronto Pearson Airport (YYZ),AC 1675,11:00,
391,New York [JFK],Toronto Pearson Airport (YYZ),DL 3708,12:04,13:18
392,New York [JFK],Toronto Pearson Airport (YYZ),KE 7383,12:04,13:18
393,New York [JFK],Toronto Pearson Airport (YYZ),LA 6142,12:04,13:18
394,New York [JFK],Toronto Pearson Airport (YYZ),VS 4693,12:04,13:18
395,New York [JFK],Toronto Pearson Airport (YYZ),WS 6313,12:04,13:18
396,Newark [EWR],Toronto Pearson Airport (YYZ),UA 3400,12:02,13:24
397,Newark [EWR],Toronto Pearson Airport (YYZ),AC 3097,12:02,13:24
398,Tampa [TPA],Toronto Pearson Airport (YYZ),HR T246,11:30,13:43
399,Saint John [YSJ],Toronto Pearson Airport (YYZ),AC 1533,12:45,
400,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),WS 654,8:00,
401,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),KL 9569,8:00,
402,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),DL 7116,8:00,
403,Orlando [MCO],Toronto Pearson Airport (YYZ),WS 1229,11:05,
404,Orlando [MCO],Toronto Pearson Airport (YYZ),KL 9679,11:05,
405,Orlando [MCO],Toronto Pearson Airport (YYZ),DL 6876,11:05,
406,Orlando [MCO],Toronto Pearson Airport (YYZ),AF 3741,11:05,
407,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),Y9 551,7:55,
408,Deer Lake [YDF],Toronto Pearson Airport (YYZ),WO 371,12:25,
409,Phoenix [SCF],Toronto Pearson Airport (YYZ),N4 58WB,7:15,13:58
410,Hong Kong [HKG],Toronto Pearson Airport (YYZ),AC 2340,11:00,
411,Houston [IAH],Toronto Pearson Airport (YYZ),UA 6189,9:38,
412,Houston [IAH],Toronto Pearson Airport (YYZ),NZ 9984,9:38,
413,Houston [IAH],Toronto Pearson Airport (YYZ),AC 4277,9:38,
414,Charlottetown [YYG],Toronto Pearson Airport (YYZ),AC 1543,12:35,
415,St. Johns [YYT],Toronto Pearson Airport (YYZ),AC 689,11:55,
416,Charlottetown [YYG],Toronto Pearson Airport (YYZ),UA 8699,12:35,
417,St. Johns [YYT],Toronto Pearson Airport (YYZ),UA 8124,11:55,
418,St. Johns [YYT],Toronto Pearson Airport (YYZ),AV 6977,11:55,
419,Chicago [ORD],Toronto Pearson Airport (YYZ),ZW 6226,11:59,14:02
420,New York [JFK],Toronto Pearson Airport (YYZ),TK 6079,10:16,14:03
421,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),AC 134,8:15,
422,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),SK 3898,8:15,
423,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),OS 8270,8:15,
424,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),LH 6504,8:15,
425,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),EI 8508,8:15,
426,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),AV 6937,8:15,
427,San Francisco [SFO],Toronto Pearson Airport (YYZ),AC 736,6:15,14:00
428,San Francisco [SFO],Toronto Pearson Airport (YYZ),OS 8318,6:15,14:00
429,San Francisco [SFO],Toronto Pearson Airport (YYZ),UA 8514,6:15,14:00
430,Vienna [VIE],Toronto Pearson Airport (YYZ),AC 887,10:58,13:46
431,Vienna [VIE],Toronto Pearson Airport (YYZ),LH 6511,10:58,13:46
432,Vienna [VIE],Toronto Pearson Airport (YYZ),LX 4630,10:58,13:46
433,Vienna [VIE],Toronto Pearson Airport (YYZ),OS 8247,10:58,13:46
434,Vienna [VIE],Toronto Pearson Airport (YYZ),SN 9657,10:58,13:46
435,Vienna [VIE],Toronto Pearson Airport (YYZ),UA 8405,10:58,13:46
436,Phoenix [SCF],Toronto Pearson Airport (YYZ),N4 58WB,7:41,14:18
437,Amsterdam [AMS],Toronto Pearson Airport (YYZ),AC 809,12:31,13:55
438,Amsterdam [AMS],Toronto Pearson Airport (YYZ),UA 8511,12:15,
439,Amsterdam [AMS],Toronto Pearson Airport (YYZ),OU 5912,12:15,
440,Amsterdam [AMS],Toronto Pearson Airport (YYZ),OS 8229,12:15,
441,Amsterdam [AMS],Toronto Pearson Airport (YYZ),LH 6842,12:15,
442,St. Johns [YYT],Toronto Pearson Airport (YYZ),WS 627,12:20,
443,St. Johns [YYT],Toronto Pearson Airport (YYZ),TS 7079,12:20,
444,St. Johns [YYT],Toronto Pearson Airport (YYZ),LA 5203,12:20,
445,St. Johns [YYT],Toronto Pearson Airport (YYZ),KL 9629,12:20,
446,St. Johns [YYT],Toronto Pearson Airport (YYZ),KE 6553,12:20,
447,St. Johns [YYT],Toronto Pearson Airport (YYZ),DL 6959,12:20,
448,St. Johns [YYT],Toronto Pearson Airport (YYZ),AF 3732,12:20,
449,Providenciales [PLS],Toronto Pearson Airport (YYZ),AS P858,11:00,14:31
450,27 Min,Toronto Pearson Airport (YYZ),Delay,4308,
451,New York [LGA],Toronto Pearson Airport (YYZ),BA 4837,12:50,
452,New York [LGA],Toronto Pearson Airport (YYZ),B6 4741,12:50,
453,Richmond [YVR],Toronto Pearson Airport (YYZ),WS 706,7:00,14:33
454,Richmond [YVR],Toronto Pearson Airport (YYZ),WS 702,7:00,
455,Richmond [YVR],Toronto Pearson Airport (YYZ),S4 7032,7:00,
456,Richmond [YVR],Toronto Pearson Airport (YYZ),QF 3385,7:00,
457,Richmond [YVR],Toronto Pearson Airport (YYZ),DL 7105,7:00,
458,Richmond [YVR],Toronto Pearson Airport (YYZ),AF 3000,7:00,
459,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),WS 656,9:00,14:23
460,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),S4 7036,9:00,14:23
461,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),KL 9569,9:00,14:23
462,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),DL 7216,9:00,14:23
463,Washington DC [IAD],Toronto Pearson Airport (YYZ),DP J491,13:30,14:38
464,37 Min,Toronto Pearson Airport (YYZ),Delay,6226,14:12
465,Chicago [ORD],Toronto Pearson Airport (YYZ),AS 4247,12:05,
466,Chicago [ORD],Toronto Pearson Airport (YYZ),JL 7450,12:05,
467,Chicago [ORD],Toronto Pearson Airport (YYZ),QF 3195,12:05,
468,Chicago [MDW],Toronto Pearson Airport (YYZ),XA AAN,12:30,14:39
469,Lisbon [LIS],Toronto Pearson Airport (YYZ),TS 481,12:01,13:58
470,Lisbon [LIS],Toronto Pearson Airport (YYZ),PD 7481,12:01,13:58
471,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),WS 422,9:00,14:40
472,St Louis [STL],Toronto Pearson Airport (YYZ),QK 970,11:45,14:40
473,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),WS 426,9:00,
474,St Louis [STL],Toronto Pearson Airport (YYZ),AC 8970,11:57,
